x6,x13,x14,x8_automatic,x8_manual,x15_No,x15_Yes,Age of car,x1,x11,x9,y
6,6,24,0,1,1,0,16,17619,0.7245501138661985,147.0,2490.0
6,1,2,0,1,1,0,7,17620,0.7245501138661985,204.0,15500.0
6,1,2,0,1,1,0,7,17621,0.7245501138661985,163.0,13500.0
3,1,36,0,1,1,0,7,17622,0.7245501138661985,109.0,8800.0
6,1,1,0,1,1,0,4,17623,-2.4273449259763815,150.0,23100.0
6,1,36,0,1,1,0,15,17624,0.7245501138661985,101.0,3899.0
2,1,36,0,1,1,0,16,17625,0.7245501138661985,0.0,1600.0
0,6,13,1,0,1,0,14,17626,0.7245501138661985,196.0,5555.0
2,6,27,0,1,1,0,12,17627,0.7245501138661985,88.0,2899.0
7,6,12,0,1,1,0,10,17628,-0.48771720915017847,141.0,7700.0
7,1,2,1,0,1,0,10,17629,-0.48771720915017847,116.0,12200.0
6,1,1,0,1,1,0,18,17630,0.7245501138661985,150.0,2450.0
6,6,25,0,1,0,1,9,17631,0.11841645235801,150.0,5995.0
6,1,36,0,1,1,0,11,17632,0.7245501138661985,140.0,7500.0
0,1,36,0,1,1,0,11,17633,0.7245501138661985,140.0,3900.0
2,6,36,0,1,1,0,5,17634,-1.6999845321665554,60.0,8600.0
2,6,27,0,1,1,0,13,17635,0.7245501138661985,74.0,1150.0
0,6,36,0,1,1,0,18,17636,0.7245501138661985,75.0,2250.0
6,6,24,0,1,1,0,12,17637,0.7245501138661985,105.0,4500.0
2,6,27,1,0,1,0,16,17638,0.11841645235801,75.0,1450.0
6,6,36,0,1,1,0,15,17639,0.7245501138661985,105.0,1800.0
0,1,36,0,1,1,0,13,17640,0.7245501138661985,140.0,5999.0
3,1,23,0,1,1,0,18,17641,0.7245501138661985,114.0,1450.0
2,6,5,0,1,1,0,8,17642,-1.6999845321665554,120.0,9150.0
4,6,10,0,1,1,0,14,17643,-0.7301706737534539,95.0,3690.0
2,6,35,0,1,1,0,11,17644,0.11841645235801,87.0,4999.0
6,6,10,0,1,1,0,3,17645,-2.4273449259763815,250.0,27490.0
3,1,36,0,1,1,0,12,17646,0.7245501138661985,90.0,5600.0
6,6,24,0,1,1,0,17,17647,0.7245501138661985,101.0,1500.0
2,6,27,0,1,1,0,12,17648,0.11841645235801,113.0,3200.0
6,6,24,0,1,1,0,10,17649,-0.48771720915017847,116.0,6750.0
6,1,36,1,0,1,0,12,17650,0.7245501138661985,105.0,5900.0
4,6,9,0,1,1,0,8,17651,-1.2150776029600046,99.0,8350.0
7,6,36,1,0,1,0,5,17652,-2.1848914613731063,160.0,21700.0
3,6,27,0,1,1,0,16,17653,0.7245501138661985,116.0,1849.0
6,1,2,0,1,1,0,13,17654,0.7245501138661985,122.0,8250.0
0,6,36,0,1,1,0,12,17655,0.7245501138661985,0.0,3700.0
6,6,2,0,1,1,0,18,17656,0.7245501138661985,105.0,2850.0
0,1,1,0,1,1,0,9,17657,-0.48771720915017847,190.0,17250.0
3,1,10,0,1,1,0,9,17658,0.7245501138661985,175.0,12500.0
0,6,20,0,1,1,0,17,17659,0.7245501138661985,163.0,2699.0
2,6,36,0,1,0,1,17,17660,0.7245501138661985,50.0,1400.0
7,6,26,1,0,0,1,15,17661,0.7245501138661985,116.0,3700.0
6,6,3,0,1,1,0,12,17662,-0.9726241383567292,95.0,2799.0
3,6,20,0,1,1,0,9,17663,0.11841645235801,116.0,8100.0
3,1,36,0,1,1,0,13,17664,0.11841645235801,105.0,6500.0
0,6,27,0,1,1,0,15,17665,-1.2150776029600046,107.0,2800.0
0,6,1,1,0,1,0,13,17666,-1.2150776029600046,163.0,8699.0
2,6,24,0,1,1,0,10,17667,-1.45753106756328,60.0,4850.0
3,1,36,0,1,1,0,12,17668,0.7245501138661985,102.0,9900.0
0,6,2,0,1,1,0,11,17669,0.11841645235801,0.0,6500.0
6,3,35,1,0,1,0,13,17670,0.7245501138661985,0.0,5300.0
0,6,20,1,0,1,0,15,17671,0.7245501138661985,163.0,6700.0
2,1,24,0,1,1,0,2,17672,0.7245501138661985,125.0,2750.0
6,6,24,0,1,1,0,16,17673,0.7245501138661985,125.0,1150.0
2,6,24,0,1,1,0,5,17674,-1.6999845321665554,70.0,7500.0
4,1,36,0,1,1,0,11,17675,0.7245501138661985,140.0,7790.0
7,1,36,0,1,1,0,6,17676,-1.45753106756328,170.0,20900.0
4,6,20,1,0,1,0,14,17677,0.7245501138661985,163.0,9400.0
2,6,36,0,1,1,0,11,17678,0.7245501138661985,54.0,2950.0
6,6,20,0,1,1,0,18,17679,0.7245501138661985,102.0,1590.0
3,6,27,0,1,1,0,18,17680,0.7245501138661985,140.0,1500.0
5,6,1,1,0,1,0,7,17681,0.7245501138661985,116.0,29999.0
0,1,1,0,1,1,0,13,17682,0.7245501138661985,140.0,8950.0
3,6,27,0,1,1,0,12,17683,-0.48771720915017847,111.0,3950.0
6,6,19,0,1,0,1,15,17684,0.7245501138661985,105.0,2100.0
0,6,27,0,1,1,0,9,17685,-0.9726241383567292,75.0,4800.0
4,6,20,1,0,1,0,11,17686,-0.48771720915017847,116.0,29500.0
7,1,34,0,1,1,0,4,17687,-2.669798390579657,129.0,20500.0
2,6,36,0,1,1,0,18,17688,-0.48771720915017847,60.0,2990.0
6,6,11,1,0,1,0,12,17689,0.7245501138661985,0.0,3000.0
0,1,29,1,0,1,0,7,17690,-0.7301706737534539,160.0,16299.0
5,1,36,0,1,1,0,8,17691,0.7245501138661985,170.0,16490.0
2,6,30,0,1,1,0,3,17692,-1.9424379967698309,86.0,8999.0
2,6,21,0,1,1,0,11,17693,-0.7301706737534539,95.0,6300.0
0,1,1,0,1,1,0,11,17694,0.7245501138661985,170.0,9850.0
3,1,9,0,1,1,0,12,17695,0.7245501138661985,0.0,2000.0
3,1,31,0,1,1,0,6,17696,-1.2150776029600046,90.0,9999.0
2,6,10,0,1,1,0,13,17697,0.7245501138661985,0.0,2100.0
2,6,23,0,1,1,0,9,17698,-0.9726241383567292,65.0,4790.0
0,1,25,0,1,1,0,7,17699,0.11841645235801,90.0,6900.0
3,1,20,0,1,1,0,10,17700,-1.6999845321665554,95.0,10850.0
4,6,20,1,0,1,0,16,17701,0.7245501138661985,163.0,5350.0
0,1,2,1,0,0,1,13,17702,0.7245501138661985,218.0,5400.0
2,6,10,0,1,1,0,11,17703,0.11841645235801,75.0,2400.0
4,6,25,0,1,1,0,13,17704,-0.48771720915017847,109.0,3775.0
3,1,24,0,1,1,0,14,17705,0.7245501138661985,101.0,1950.0
6,6,36,0,1,1,0,16,17706,0.7245501138661985,75.0,1400.0
0,1,36,0,1,1,0,15,17707,0.7245501138661985,101.0,1800.0
2,6,25,0,1,1,0,18,17708,0.7245501138661985,60.0,1450.0
0,1,1,0,1,1,0,4,17709,-2.4273449259763815,105.0,20150.0
0,1,24,1,0,1,0,12,17710,0.11841645235801,150.0,7500.0
6,6,24,0,1,1,0,13,17711,0.11841645235801,125.0,4300.0
2,6,10,0,1,1,0,16,17712,0.7245501138661985,60.0,1350.0
2,6,27,0,1,1,0,6,17713,-0.7301706737534539,75.0,5300.0
6,6,20,1,0,1,0,12,17714,-0.7301706737534539,116.0,20500.0
7,1,14,1,0,1,0,15,17715,0.7245501138661985,163.0,7800.0
6,1,20,1,0,1,0,9,17716,0.11841645235801,170.0,17500.0
6,6,2,0,1,1,0,10,17717,0.7245501138661985,143.0,7900.0
6,1,36,0,1,0,1,9,17718,0.7245501138661985,131.0,6000.0
6,1,36,0,1,1,0,8,17719,-0.7301706737534539,140.0,10555.0
2,6,21,0,1,1,0,7,17720,-1.9424379967698309,211.0,20999.0
3,1,36,1,0,1,0,17,17721,0.7245501138661985,102.0,14500.0
4,1,36,0,1,1,0,10,17722,0.7245501138661985,140.0,4300.0
6,1,2,0,1,1,0,14,17723,0.7245501138661985,0.0,3000.0
6,1,36,1,0,1,0,8,17724,0.7245501138661985,239.0,14900.0
5,6,2,0,1,1,0,11,17725,0.11841645235801,116.0,12490.0
2,6,12,0,1,1,0,8,17726,0.11841645235801,77.0,4200.0
2,6,0,0,1,1,0,9,17727,-0.7301706737534539,95.0,7300.0
6,6,1,0,1,1,0,14,17728,0.7245501138661985,116.0,7000.0
2,1,25,0,1,1,0,11,17729,0.7245501138661985,109.0,3299.0
7,1,2,0,1,1,0,12,17730,0.7245501138661985,150.0,9850.0
2,1,21,0,1,1,0,8,17731,0.11841645235801,90.0,8500.0
6,6,23,1,0,1,0,17,17732,-1.2150776029600046,114.0,2999.0
2,6,10,0,1,1,0,10,17733,-1.45753106756328,60.0,2350.0
6,1,2,0,1,1,0,17,17734,0.7245501138661985,150.0,2100.0
5,6,32,0,1,1,0,11,17735,-0.48771720915017847,71.0,3390.0
3,1,20,1,0,1,0,12,17736,0.7245501138661985,184.0,12650.0
4,6,19,0,1,1,0,14,17737,0.11841645235801,140.0,4400.0
6,1,36,0,1,1,0,14,17738,0.7245501138661985,105.0,3699.0
0,6,27,0,1,1,0,5,17739,-2.1848914613731063,101.0,10690.0
0,1,37,0,1,1,0,16,17740,0.7245501138661985,116.0,2250.0
3,1,10,0,1,1,0,15,17741,0.7245501138661985,116.0,3980.0
3,1,5,0,1,1,0,12,17742,0.7245501138661985,90.0,3000.0
6,6,1,0,1,1,0,6,17743,-0.9726241383567292,179.0,23750.0
6,6,1,0,1,1,0,11,17744,0.11841645235801,160.0,8500.0
7,1,36,1,0,1,0,9,17745,0.7245501138661985,239.0,14400.0
7,6,23,0,1,1,0,7,17746,-0.9726241383567292,116.0,13900.0
5,1,2,0,1,1,0,9,17747,0.11841645235801,177.0,14500.0
3,6,24,0,1,1,0,13,17748,-2.1848914613731063,90.0,5500.0
2,6,9,0,1,1,0,8,17749,-0.48771720915017847,60.0,3060.0
2,6,27,0,1,1,0,17,17750,0.7245501138661985,75.0,1490.0
6,6,1,1,0,1,0,10,17751,-0.9726241383567292,116.0,19990.0
2,6,9,0,1,1,0,9,17752,-0.9726241383567292,54.0,2900.0
5,6,32,1,0,1,0,3,17753,-2.669798390579657,90.0,12900.0
6,6,36,0,1,1,0,3,17754,-2.4273449259763815,75.0,10980.0
2,6,24,0,1,1,0,14,17755,0.7245501138661985,58.0,1950.0
6,1,2,1,0,1,0,15,17756,0.7245501138661985,150.0,3799.0
4,6,20,1,0,1,0,13,17757,-0.48771720915017847,116.0,15999.0
2,6,24,0,1,0,1,16,17758,0.11841645235801,75.0,1390.0
2,6,36,0,1,1,0,9,17759,-0.48771720915017847,60.0,4500.0
0,1,1,0,1,0,1,13,17760,0.7245501138661985,204.0,4200.0
2,6,24,0,1,0,1,16,17761,0.7245501138661985,75.0,1300.0
2,1,36,0,1,1,0,8,17762,-0.48771720915017847,90.0,8500.0
2,6,27,0,1,1,0,18,17763,0.11841645235801,75.0,1970.0
2,1,0,0,1,1,0,9,17764,0.11841645235801,120.0,7750.0
2,6,34,0,1,1,0,10,17765,-1.2150776029600046,92.0,4200.0
4,6,36,0,1,1,0,6,17766,-1.9424379967698309,122.0,15500.0
1,6,5,0,1,1,0,18,17767,0.7245501138661985,90.0,1300.0
6,6,2,0,1,1,0,13,17768,0.11841645235801,116.0,6800.0
1,1,25,0,1,0,1,10,17769,0.7245501138661985,98.0,4760.0
0,1,1,1,0,1,0,11,17770,0.7245501138661985,179.0,7255.0
6,6,36,0,1,1,0,12,17771,-0.48771720915017847,80.0,5700.0
6,6,20,0,1,1,0,11,17772,-1.6999845321665554,183.0,12400.0
6,4,0,0,1,1,0,17,17773,0.7245501138661985,120.0,1950.0
0,6,30,0,1,1,0,4,17774,-1.45753106756328,180.0,22000.0
2,6,1,0,1,1,0,15,17775,-2.791025122881295,0.0,5900.0
6,1,20,0,1,1,0,17,17776,0.7245501138661985,116.0,3500.0
0,1,36,0,1,1,0,6,17777,-1.45753106756328,105.0,14999.0
0,1,2,0,1,1,0,8,17778,0.7245501138661985,143.0,9900.0
4,6,1,0,1,1,0,16,17779,0.7245501138661985,220.0,6900.0
0,1,2,1,0,1,0,12,17780,0.7245501138661985,231.0,12999.0
3,1,24,0,1,1,0,12,17781,0.7245501138661985,120.0,3750.0
6,1,36,0,1,1,0,14,17782,0.7245501138661985,105.0,4999.0
6,1,2,1,0,1,0,14,17783,0.7245501138661985,177.0,8600.0
3,1,20,1,0,1,0,5,17784,0.7245501138661985,163.0,19900.0
4,1,2,0,1,1,0,8,17785,-2.791025122881295,177.0,19650.0
3,1,36,0,1,1,0,13,17786,0.11841645235801,0.0,6200.0
4,6,26,1,0,1,0,13,17787,-1.2150776029600046,239.0,24987.0
2,6,32,1,0,1,0,17,17788,0.11841645235801,44.0,1950.0
2,1,36,0,1,1,0,15,17789,0.7245501138661985,64.0,1800.0
6,1,1,0,1,1,0,8,17790,0.7245501138661985,143.0,11500.0
6,6,30,0,1,1,0,5,17791,-1.2150776029600046,105.0,11990.0
2,6,10,0,1,1,0,3,17792,-2.4273449259763815,60.0,9500.0
5,1,2,1,0,1,0,11,17793,0.7245501138661985,116.0,18700.0
0,1,20,1,0,1,0,7,17794,0.11841645235801,170.0,16990.0
3,6,24,0,1,1,0,12,17795,-2.1848914613731063,105.0,5697.0
2,6,3,0,1,1,0,13,17796,-0.9726241383567292,64.0,1950.0
2,6,36,0,1,1,0,18,17797,0.11841645235801,50.0,1200.0
2,6,36,0,1,1,0,12,17798,-0.9726241383567292,55.0,1500.0
3,1,36,1,0,1,0,9,17799,0.7245501138661985,140.0,8999.0
2,6,20,0,1,1,0,17,17800,0.7245501138661985,60.0,1950.0
5,6,2,0,1,1,0,11,17801,0.7245501138661985,116.0,27900.0
6,1,36,0,1,1,0,10,17802,0.7245501138661985,0.0,3400.0
6,1,36,0,1,1,0,13,17803,0.7245501138661985,105.0,3700.0
0,6,19,0,1,0,1,15,17804,-0.7301706737534539,74.0,1200.0
2,1,36,0,1,1,0,17,17805,0.7245501138661985,150.0,3950.0
2,6,36,0,1,1,0,11,17806,0.11841645235801,55.0,2800.0
2,1,36,0,1,1,0,16,17807,0.7245501138661985,75.0,2500.0
3,1,24,0,1,1,0,9,17808,0.7245501138661985,120.0,6750.0
6,1,2,1,0,1,0,9,17809,0.7245501138661985,177.0,11000.0
2,6,25,0,1,1,0,13,17810,-0.9726241383567292,75.0,2290.0
0,6,10,1,0,1,0,18,17811,0.7245501138661985,101.0,1200.0
0,1,1,0,1,1,0,5,17812,0.7245501138661985,177.0,19999.0
3,6,24,0,1,1,0,11,17813,0.7245501138661985,60.0,2690.0
2,6,31,0,1,1,0,9,17814,-1.45753106756328,60.0,4650.0
4,6,20,1,0,0,1,18,17815,0.7245501138661985,230.0,2800.0
2,6,9,0,1,1,0,10,17816,-0.7301706737534539,155.0,7499.0
2,6,30,0,1,1,0,16,17817,0.7245501138661985,75.0,2850.0
3,1,10,0,1,1,0,8,17818,-1.2150776029600046,116.0,11500.0
6,6,36,0,1,1,0,6,17819,-1.6999845321665554,105.0,11999.0
3,6,9,0,1,1,0,14,17820,0.7245501138661985,0.0,3900.0
6,1,20,0,1,1,0,11,17821,-0.7301706737534539,82.0,6800.0
2,6,36,0,1,0,1,12,17822,0.11841645235801,54.0,4800.0
5,1,20,1,0,1,0,7,17823,-0.48771720915017847,204.0,25000.0
0,4,20,1,0,0,1,16,17824,0.7245501138661985,224.0,2100.0
2,6,27,0,1,1,0,16,17825,0.7245501138661985,0.0,1850.0
5,6,24,0,1,1,0,15,17826,0.7245501138661985,104.0,1450.0
4,6,2,0,1,1,0,16,17827,0.7245501138661985,143.0,4800.0
2,6,10,0,1,1,0,7,17828,-1.6999845321665554,60.0,6400.0
6,1,1,0,1,1,0,18,17829,0.7245501138661985,0.0,2000.0
6,1,36,0,1,1,0,7,17830,0.7245501138661985,170.0,12500.0
6,1,36,0,1,1,0,2,17831,0.7245501138661985,105.0,4750.0
2,6,9,0,1,1,0,18,17832,-1.2150776029600046,60.0,1250.0
2,6,27,0,1,1,0,9,17833,-2.4273449259763815,0.0,5500.0
2,1,12,0,1,1,0,14,17834,0.7245501138661985,82.0,1999.0
0,1,20,1,0,1,0,14,17835,0.7245501138661985,204.0,4000.0
0,6,9,0,1,0,1,9,17836,0.7245501138661985,0.0,3299.0
0,1,2,0,1,1,0,14,17837,0.7245501138661985,177.0,5800.0
6,6,25,0,1,1,0,16,17838,0.7245501138661985,109.0,1600.0
7,6,12,0,1,0,1,15,17839,0.11841645235801,140.0,2000.0
6,6,24,0,1,1,0,15,17840,0.7245501138661985,122.0,3200.0
4,6,20,1,0,1,0,14,17841,0.7245501138661985,163.0,10900.0
0,1,36,0,1,1,0,15,17842,0.7245501138661985,101.0,3499.0
6,6,2,1,0,1,0,16,17843,0.11841645235801,116.0,3500.0
6,6,15,0,1,1,0,5,17844,-1.45753106756328,90.0,8250.0
0,1,2,1,0,1,0,8,17845,0.7245501138661985,163.0,14800.0
6,1,2,0,1,1,0,13,17846,0.11841645235801,163.0,8800.0
0,6,2,0,1,1,0,12,17847,0.7245501138661985,150.0,5800.0
0,6,24,0,1,1,0,13,17848,0.7245501138661985,155.0,3490.0
6,1,2,0,1,1,0,8,17849,-1.2150776029600046,177.0,17600.0
7,1,36,0,1,0,1,14,17850,0.7245501138661985,178.0,6500.0
6,1,5,1,0,1,0,7,17851,-0.7301706737534539,111.0,14999.0
0,1,36,0,1,1,0,15,17852,0.7245501138661985,131.0,2890.0
0,0,37,0,1,1,0,16,17853,0.7245501138661985,140.0,2750.0
2,6,27,0,1,1,0,10,17854,-0.9726241383567292,58.0,2500.0
2,6,24,0,1,1,0,6,17855,-1.6999845321665554,87.0,9990.0
6,6,2,1,0,1,0,13,17856,0.11841645235801,218.0,13999.0
3,1,36,0,1,1,0,12,17857,0.7245501138661985,174.0,10000.0
6,6,11,0,1,1,0,10,17858,-1.45753106756328,83.0,6800.0
2,6,25,0,1,1,0,15,17859,0.11841645235801,109.0,2300.0
7,1,18,1,0,1,0,6,17860,0.11841645235801,190.0,22400.0
0,1,36,0,1,1,0,15,17861,0.7245501138661985,0.0,2000.0
3,1,10,0,1,1,0,6,17862,0.7245501138661985,116.0,12200.0
0,6,2,0,1,1,0,11,17863,0.7245501138661985,150.0,6400.0
6,6,11,1,0,1,0,7,17864,-0.9726241383567292,201.0,13850.0
0,6,36,0,1,1,0,16,17865,0.7245501138661985,193.0,2200.0
2,6,36,0,1,1,0,18,17866,0.7245501138661985,116.0,1100.0
5,6,36,0,1,1,0,10,17867,-0.7301706737534539,160.0,11000.0
6,6,2,0,1,1,0,11,17868,0.7245501138661985,129.0,7999.0
7,1,36,0,1,1,0,10,17869,0.7245501138661985,174.0,10300.0
2,6,21,0,1,1,0,3,17870,-2.4273449259763815,136.0,21500.0
0,1,1,0,1,1,0,6,17871,0.7245501138661985,177.0,16200.0
6,1,0,0,1,1,0,16,17872,0.7245501138661985,150.0,2650.0
2,6,10,0,1,1,0,12,17873,-0.48771720915017847,60.0,3000.0
4,6,25,0,1,1,0,15,17874,0.7245501138661985,109.0,1700.0
2,1,21,1,0,1,0,6,17875,-1.45753106756328,143.0,24500.0
2,6,34,0,1,1,0,10,17876,-1.45753106756328,92.0,4600.0
2,6,24,0,1,1,0,6,17877,-2.1848914613731063,87.0,7900.0
2,6,10,0,1,1,0,16,17878,-0.9726241383567292,67.0,2990.0
2,6,7,0,1,1,0,16,17879,-0.48771720915017847,83.0,1590.0
0,1,25,0,1,1,0,14,17880,-2.669798390579657,136.0,12900.0
2,6,27,0,1,1,0,18,17881,0.7245501138661985,58.0,1699.0
2,6,36,0,1,1,0,14,17882,0.7245501138661985,101.0,3500.0
3,1,36,0,1,1,0,13,17883,0.7245501138661985,105.0,9000.0
6,6,2,0,1,1,0,18,17884,0.7245501138661985,105.0,3700.0
0,6,36,0,1,1,0,15,17885,0.7245501138661985,102.0,2500.0
6,1,20,0,1,1,0,15,17886,0.7245501138661985,95.0,1950.0
7,1,18,1,0,1,0,7,17887,-0.48771720915017847,245.0,34900.0
6,6,20,0,1,0,1,10,17888,0.11841645235801,95.0,5500.0
6,1,2,1,0,1,0,17,17889,0.7245501138661985,163.0,4200.0
0,1,25,0,1,1,0,15,17890,0.7245501138661985,110.0,2450.0
0,1,19,0,1,1,0,12,17891,0.7245501138661985,143.0,4600.0
3,1,36,1,0,1,0,6,17892,0.7245501138661985,140.0,6800.0
3,1,36,0,1,1,0,14,17893,0.7245501138661985,105.0,5250.0
2,4,21,0,1,0,1,16,17894,0.7245501138661985,90.0,2500.0
0,1,36,1,0,1,0,18,17895,0.7245501138661985,116.0,2449.0
6,6,2,1,0,1,0,18,17896,0.11841645235801,150.0,5000.0
2,6,12,0,1,1,0,9,17897,0.11841645235801,67.0,2999.0
0,1,10,0,1,1,0,10,17898,0.7245501138661985,116.0,5555.0
7,1,12,0,1,1,0,7,17899,-1.2150776029600046,197.0,22900.0
0,1,36,0,1,0,1,11,17900,0.7245501138661985,140.0,4299.0
3,1,20,0,1,1,0,9,17901,0.7245501138661985,110.0,12500.0
6,4,15,0,1,1,0,13,17902,0.7245501138661985,143.0,2100.0
6,1,20,1,0,1,0,14,17903,0.7245501138661985,204.0,8000.0
5,6,2,0,1,1,0,18,17904,0.7245501138661985,193.0,3500.0
4,6,5,0,1,1,0,13,17905,-1.2150776029600046,73.0,3950.0
2,6,32,1,0,1,0,10,17906,0.11841645235801,61.0,2949.0
2,6,24,0,1,1,0,7,17907,-2.1848914613731063,69.0,5800.0
6,6,9,0,1,1,0,16,17908,0.7245501138661985,103.0,1799.0
7,1,2,1,0,1,0,10,17909,-0.48771720915017847,116.0,12200.0
2,6,10,0,1,1,0,7,17910,-1.6999845321665554,60.0,7200.0
0,6,25,0,1,1,0,14,17911,0.7245501138661985,109.0,2799.0
0,1,1,0,1,0,1,12,17912,0.7245501138661985,140.0,3850.0
0,1,10,1,0,1,0,8,17913,0.11841645235801,110.0,6490.0
3,1,27,0,1,1,0,13,17914,0.7245501138661985,120.0,1600.0
4,1,20,1,0,1,0,8,17915,0.7245501138661985,231.0,25750.0
2,6,21,0,1,1,0,8,17916,-1.2150776029600046,95.0,9500.0
2,6,25,0,1,1,0,10,17917,0.7245501138661985,174.0,5999.0
6,1,36,0,1,1,0,16,17918,0.7245501138661985,101.0,1750.0
0,1,20,1,0,1,0,12,17919,0.7245501138661985,190.0,10500.0
0,1,5,1,0,1,0,9,17920,0.11841645235801,136.0,6000.0
6,1,20,0,1,1,0,2,17921,0.7245501138661985,0.0,1250.0
0,1,36,0,1,1,0,15,17922,0.7245501138661985,0.0,2200.0
0,1,27,0,1,1,0,13,17923,0.11841645235801,131.0,4999.0
0,1,1,0,1,1,0,13,17924,0.7245501138661985,163.0,5350.0
3,6,10,0,1,0,1,13,17925,-0.48771720915017847,125.0,1700.0
6,1,2,0,1,1,0,9,17926,0.7245501138661985,177.0,9850.0
0,1,2,1,0,1,0,8,17927,0.11841645235801,245.0,16499.0
2,6,36,0,1,0,1,17,17928,0.7245501138661985,204.0,7000.0
6,6,2,0,1,1,0,11,17929,-0.48771720915017847,150.0,8550.0
2,6,24,0,1,1,0,2,17930,0.11841645235801,90.0,3200.0
3,1,5,0,1,1,0,10,17931,0.7245501138661985,109.0,4900.0
6,6,36,1,0,1,0,9,17932,-0.48771720915017847,211.0,14000.0
3,1,10,0,1,1,0,11,17933,0.7245501138661985,140.0,7950.0
3,1,10,0,1,0,1,15,17934,0.7245501138661985,100.0,2199.0
0,6,31,0,1,1,0,3,17935,-2.791025122881295,105.0,16500.0
5,1,1,1,0,1,0,7,17936,0.11841645235801,190.0,23870.0
6,6,3,0,1,1,0,6,17937,-1.2150776029600046,141.0,9300.0
5,6,20,1,0,1,0,13,17938,0.7245501138661985,116.0,12990.0
2,6,36,0,1,1,0,7,17939,-0.9726241383567292,86.0,8300.0
0,6,3,0,1,1,0,5,17940,-0.48771720915017847,141.0,11600.0
2,6,20,1,0,1,0,18,17941,0.7245501138661985,100.0,1980.0
6,1,36,0,1,1,0,11,17942,-0.7301706737534539,105.0,7900.0
2,6,27,0,1,1,0,14,17943,-0.7301706737534539,75.0,2950.0
2,6,23,1,0,1,0,6,17944,-1.6999845321665554,117.0,13250.0
7,1,12,1,0,1,0,13,17945,0.7245501138661985,0.0,4500.0
0,6,20,1,0,1,0,9,17946,0.11841645235801,116.0,24990.0
0,1,35,0,1,0,1,13,17947,0.7245501138661985,116.0,2600.0
7,1,14,1,0,1,0,13,17948,0.7245501138661985,218.0,11000.0
0,6,35,0,1,1,0,17,17949,0.7245501138661985,129.0,2390.0
6,6,20,0,1,1,0,13,17950,-0.7301706737534539,116.0,4400.0
7,1,20,1,0,1,0,9,17951,0.7245501138661985,224.0,23000.0
6,6,2,0,1,1,0,17,17952,0.7245501138661985,231.0,6950.0
0,1,10,0,1,1,0,5,17953,-2.1848914613731063,140.0,17500.0
6,6,36,0,1,1,0,18,17954,0.7245501138661985,150.0,3000.0
2,1,31,0,1,1,0,9,17955,-1.2150776029600046,105.0,7490.0
4,6,4,0,1,1,0,14,17956,0.7245501138661985,164.0,4500.0
0,1,1,1,0,1,0,15,17957,0.7245501138661985,163.0,4800.0
3,6,24,0,1,1,0,12,17958,-2.4273449259763815,90.0,7500.0
7,1,20,1,0,1,0,16,17959,0.7245501138661985,163.0,7250.0
2,6,36,0,1,1,0,13,17960,-0.48771720915017847,55.0,2000.0
0,1,1,1,0,1,0,16,17961,0.7245501138661985,155.0,3500.0
3,6,19,0,1,1,0,14,17962,-1.45753106756328,101.0,4000.0
0,6,27,0,1,1,0,13,17963,0.7245501138661985,113.0,2450.0
2,6,10,0,1,1,0,12,17964,0.11841645235801,80.0,2990.0
0,6,10,0,1,1,0,5,17965,-2.4273449259763815,150.0,15900.0
0,6,10,0,1,1,0,17,17966,0.7245501138661985,101.0,1100.0
7,1,2,0,1,1,0,12,17967,0.7245501138661985,0.0,3500.0
2,6,35,0,1,1,0,18,17968,0.7245501138661985,86.0,2500.0
3,6,5,0,1,1,0,18,17969,0.7245501138661985,75.0,1750.0
0,1,37,1,0,1,0,10,17970,0.7245501138661985,185.0,11490.0
6,1,12,0,1,1,0,9,17971,0.11841645235801,0.0,3999.0
2,6,10,0,1,1,0,9,17972,0.7245501138661985,69.0,2800.0
7,1,34,0,1,1,0,10,17973,-0.7301706737534539,129.0,10500.0
3,6,30,0,1,1,0,9,17974,-0.9726241383567292,125.0,9480.0
7,1,2,0,1,1,0,14,17975,0.7245501138661985,204.0,5600.0
3,6,12,0,1,1,0,5,17976,-2.1848914613731063,90.0,10999.0
6,6,29,1,0,1,0,17,17977,0.11841645235801,205.0,8900.0
6,1,1,0,1,1,0,11,17978,0.7245501138661985,143.0,9400.0
2,6,36,0,1,1,0,10,17979,-1.2150776029600046,80.0,6500.0
0,6,37,1,0,1,0,18,17980,0.7245501138661985,122.0,1500.0
2,6,24,0,1,1,0,4,17981,-2.1848914613731063,70.0,9900.0
2,6,32,1,0,1,0,13,17982,-0.7301706737534539,0.0,2999.0
2,6,1,1,0,1,0,5,17983,-1.9424379967698309,122.0,13900.0
6,1,2,1,0,1,0,9,17984,0.7245501138661985,245.0,26900.0
0,1,1,0,1,1,0,12,17985,0.7245501138661985,179.0,7500.0
6,1,20,1,0,1,0,14,17986,0.7245501138661985,150.0,5190.0
6,1,1,0,1,1,0,8,17987,0.11841645235801,140.0,11499.0
6,1,1,1,0,1,0,9,17988,0.7245501138661985,0.0,12990.0
2,6,3,0,1,1,0,9,17989,-2.1848914613731063,52.0,2999.0
2,6,24,0,1,1,0,10,17990,0.7245501138661985,80.0,3750.0
2,6,6,0,1,1,0,6,17991,-1.2150776029600046,75.0,4444.0
0,6,2,0,1,1,0,17,17992,0.7245501138661985,231.0,4899.0
6,1,36,0,1,1,0,17,17993,0.7245501138661985,131.0,5599.0
